,College,City,State,Course,Duration,Study mode,Approved intake,Course level,Course Fee,Approval,Eligiblity,Course_Detail
14,"Pt Motilal Nehru Vidhi Mahavidyalaya, Chhatarpur",Chhatarpur,Madhya Pradesh,LLB,3 years,Full time,,UG,0.3 lakhs,(BCI) Bar Council of India,The candidate should have passed any Graduate or equivalent degree from any recognized College or University.,"Bachelor of Laws (LLB) is three-years (6 Semesters ) full-time program affiliated with Dr. Harisingh Gour University, Sagar University, Sagar and approved by Bar Council of India."
15,"Pt Motilal Nehru Vidhi Mahavidyalaya, Chhatarpur",Chhatarpur,Madhya Pradesh,LLM,2 years,Full time,,PG,0.6 lakhs,(BCI) Bar Council of India,The candidate should have LLB degree (Law Graduate) from any recognized College or University.,"Master of Laws (LL.M.) is Duration of 2 years (Four Semesters) program affiliated Dr. Harisingh Gour University, Sagar University, Sagar and approved by BCI."
16,"Government Mizoram Law College, Aizawl",Aizawl,Mizoram,LLB,3 years,Full time,120,UG,,(BCI) Bar Council of India,"The candidate should be graduate from any University recognized by UGC with a minimum of 45% marks at graduation in the case of general category and 40% marks in the case if SC/ST. Students who have appeared for their final year degree examination and awaiting results are also eligible to apply, subject to submission of passing certificate in due course of time.",It is 3 year full time course with affiliation of Mizoram University and approved by BCI.
17,"Unique Law College, Ghaziabad",Muradnagar,Uttar Pradesh,LLB,3 years,Full time,120,UG,,(BCI) Bar Council of India,Bachelors degree in any discipline from recognized university with minimum 45% aggregate marks (For SC/ST 40% aggregate marks) as per Government rules.,
18,"Islamia College of Law, Deoband",Deoband,Uttar Pradesh,BA LLB,5 years,Full time,120,UG,0.4 lakhs,(BCI) Bar Council of India,The candidate should have passed in 10+2 with the relevant subject.,"BA LLB is a full-time five year course affiliated to Chaudhary Charan Singh University, Meerut and approved by Bar Council of India."
19,"Islamia College of Law, Deoband",Deoband,Uttar Pradesh,LLB,3 years,Full time,,UG,0.3 lakhs,(BCI) Bar Council of India,The candidate should have passed in the relevant graduate degree.,"LLB is a full-time three year course affiliated to Chaudhary Charan Singh University, Meerut and approved by Bar Council of India."
20,"Mahaveer College of Law, Meerut",Pohalli,Uttar Pradesh,BA LLB Integrated,5 years,Full time,120,UG,,(BCI) Bar Council of India,The candidate should have passed 10+2 or equivalent degree from any recognized College or Board. ,"Bachelor of Arts + Bachelor of Laws (BA LLB) is five-years (10 Semesters) full-time Integrated programme in Law affiliated with Chaudhary Charan Singh University, Meerut with the approval of Bar Council of India. "
21,"Mahaveer College of Law, Meerut",Pohalli,Uttar Pradesh,LLB,3 years,Full time,240,UG,,(BCI) Bar Council of India,The candidate should have passed in any graduate degree from any recognized college/university.,"Bachelor of Laws (LLB) is three-years (6 Semesters ) full-time program affiliated with Chaudhary Charan Singh University, Meerut and approved by Bar Council of India."
22,"IMIRC College of Law, Hapur",Bhaina,Uttar Pradesh,BA LLB,5 years,Full time,,UG,1.25 lakhs,(BCI) Bar Council of India,The candidate should have passed in 10+2 with the relevant subject.,"This is a full-time five year course affiliated to Chaudhary Charan Singh University, Meerut and approved by BCI."
23,"IMIRC College of Law, Hapur",Bhaina,Uttar Pradesh,LLB,3 years,Full time,,UG,0.75 lakhs,(BCI) Bar Council of India,The candidate should have passed in the relevant graduate degree.,"This is a full-time three year course affiliated to Chaudhary Charan Singh University, Meerut and approved by BCI."
24,"Sanjivnie College of Law, Bahraich",Kiratanpur,Uttar Pradesh,BA LLB Integrated,5 years,Full time,,UG,,(BCI) Bar Council of India,"The applicant should have passed 10+2 or its equivalent examination with atleast 40% marks. Applicants should satisfy themselves that they fulfill the eligibility requirements in the terms qualification. If the percentage marks secured by a candidate at the qualifying examination, falls short by even a small fraction, it shall not be rounded to the next whole number.","Bachelor of Arts + Bachelor of Laws (BA LLB) is five-years (10 Semesters) full-time Integrated programme in Law affiliated with Dr. Ram Manohar Lohia Awadh University, Faizabad with the approval of Bar Council of India. "
25,"Sanjivnie College of Law, Bahraich",Kiratanpur,Uttar Pradesh,LLB,3 years,Full time,,UG,,(BCI) Bar Council of India,The candidate should have passed any Graduate or equivalent degree from any recognized College or University.,"Sanjivnie College of law has been pioneered the five years B.A. LL.B. Degree courses and three year LL.B Degree courses in the state of U.P. Our motto is to be an institution of excellence. It promotes multi-dimensional legal education, multi-disciplinary inquiry and practical appreciation of law. "
26,"Dr Govind Prasad Rani Devi Patel Vidhi Mahavidyalaya, Kanpur",Araul,Uttar Pradesh,LLB,3 years,Full time,240,UG,,(BCI) Bar Council of India,The candidate should have passed in the relevant graduate degree from any recognized university.,"Bachelor of Law is a full-time three year course affiliated to Chhatrapati Shahu Ji Maharaj University, Kanpur and approved by BCI."
27,"Shri Pramod Charan Dwivedi Vidhi Mahavidhyalaya, Kanpur",Chaubepur,Uttar Pradesh,LLB,3 years,Full time,120,UG,,(BCI) Bar Council of India,The candidate completed graduation from recognised university.,"Bachelor of Laws is a full-time three year Duration course affiliated to Chhatrapati Shahu Ji Maharaj University, Kanpur and approved by Bar Council of India."
28,"Excellent Law College, Kota",Borabas,Rajasthan,LLB,3 years,Full time,120,UG,,(BCI) Bar Council of India,The candidate should have passed in the relevant graduate degree from any recognized university.,"Bachelor of Law is full time three year course degree offered by University of Kota, Kota and approved by Bar Council of India."
29,"Lokmani Memorial Degree College, Bijnor",Seohara,Uttar Pradesh,LLB,3 years,Full time,,UG,,UGC, The candidate should have passed any Graduate or equivalent degree from any recognized College or University.,LLB is not only a mere mode of employment but also a way to show the responsibility towards the society and a means to stand for the human right. The profession is considered as a prestigious one in the country since it is the base of our constitution and an important tool for social reforms. It is a 3-year course deal with the various aspects of Law and the Indian Penal Code (IPC). The students have a choice of specializing in civil or criminal law stream according to the interest at the end of th
30,"New Sainik College of Law, Moradabad",Bhoora Baas,Uttar Pradesh,LLB,3 years,Full time,120,UG,0.405 lakhs,(BCI) Bar Council of India,The Candidate who have passed Graduation with at least 45% Marks are Eligible for Admission. (For SC/ST 40% aggregate marks) as per Government rules.,"Bachelor of Laws (LLB) is three-years (6 Semesters ) full-time program affiliated with Mahatma Jyotiba Phule Rohilkhand University, Bareilly and approved by Bar Council of India. "
31,"Mahipal Institute of Law Education, Bulandshahr",Bulandshahr,Uttar Pradesh,BA LLB Integrated,5 years,Full time,120,UG,,(BCI) Bar Council of India,"Minimum 45% in Intermediate/ Senior Secondary Examination (40% for SC., ST).","Bachelor of Arts Bachelor of Laws Duration of Five years Integrated full-time course offered by Chaudhary Charan Singh University, Meerut approved by BCI."
32,"Master Somnath Law College, Bharatpur",Bharatpur,Rajasthan,LLB,3 years,Full time,120,UG,,(BCI) Bar Council of India,The candidate should have passed in any graduate degree,"This is a three year full time course affiliated by University of Rajasthan, Jaipur and approved by BCI"
33,"Atibal Singh Vidhi Mahavidyalaya, Allahabad",Meja Khas,Uttar Pradesh,LLB,3 years,Full time,,UG,,(BCI) Bar Council of India,The candidate should have passed in the relevant graduate degree from any recognized university. For General and OBC: 45% of Marks. For SC/ST: 40% of Marks.,"Bachelor of Law is a full time three year course affiliated to Chhatrapati Shahu ji Maharaj University, Kanpur and approved by Bar Council of India."
34,"Shaheed E Azam Bhagat Singh Law College, Sri Ganganagar",Sri Ganganagar,Rajasthan,LLB,3 years,Full time,,UG,0.63 lakhs,(BCI) Bar Council of India,The candidate should have passed in Graduation or equivalent (10+2+3) Scheme with minimum 45% Marks 40% for SC/ST/BC,"LLB is a three year full time duration course affiliated to Maharaja Ganga Singh University, Bikaner and approved by bar council of India. "
35,"Dr Rohini Kanta Baruah Law College, Dibrugarh",Dibrugarh,Assam,LLB,3 years,Full time,,UG,,(BCI) Bar Council of India,The candidate should have passed in the relevant graduate degree from any recognized university.,"Bachelor of Law is full time three year course degree offered by Dibrugarh University, Dibrugarh and approved by Bar Council of India."
36,"Lal Bahadur Shastri College, Ganj Basoda",Ganj Basoda,Madhya Pradesh,LLB,3 years,Full time,160,UG,0.188 lakhs,(BCI) Bar Council of India,The candidate should have passed any Graduate or equivalent degree from any recognized College or University. ,"Bachelor of Laws (LLB) is three-years (6 Semesters ) full-time program affiliated with Barkatullah University, Bhopal and approved by Bar Council of India."
37,"Patel Law College, Bangalore",Bengaluru,Karnataka,BA LLB Integrated,5 years,Full time,,UG,,,The candidate should have passed 12th from a recognized board.,Bachelor of Arts + Bachelor of Laws (BA LLB) is five-years (10 Semesters) full-time Integrated programme in Law affiliated with Karnataka State Law University.
38,"Patel Law College, Bangalore",Bengaluru,Karnataka,LLB,3 years,Full time,,UG,,(BCI) Bar Council of India,"Have graduated in any discipline of knowledge from a University established by an Act of Parliament or by a State Legislature or an equivalent national institution recognised as a Deemed to be University or Foreign University recognised as equivalent to the status of an Indian University by an authority competent to declare equivalence, may apply for three year degree course in law leading to the conferment of LL.B. degree on successful completion of the regular programme conducted under these Regulations. Have secured marks, which shall not be below 45% (44.5% and above shall be treated as 45%) of total marks in case of general category applicants and 40% of total marks in case of SC and ST applicants.","Bachelor of Laws (LLB) is three-years (6 Semesters ) full-time program affiliated with Karnataka State Law University, Hubli and approved by Bar Council of India."
39,"Harivandana College, Rajkot",Rajkot,Gujarat,LLB,3 years,Full time,180,UG,,(BCI) Bar Council of India,The basic eligibility criteria for L.L.B. admission is graduation. Candidates applying for this course should have completed their graduation. There is also a criterion for minimum marks required in graduation which is 45% marks in graduation are required for general category and 40% for reserved categories. There is no age limit for taking admission in this course.Graduate / Post Graduate Degree Holder in any discipline with 45 % from Saurashtra UniversityOR Graduate / Post Graduate Degree Holder in any discipline with 45 % from other university recognized by Saurashtra University   Admissions are done either on the basis of marks in qualifying degree. Students who are in final year of their graduation degree can also apply for LLB admissions. However they can get admission only after successfully completing thier graduation with minimum reqirement criteria.,LL.B. or Bachelor of Legislative Law is the graduate law degree offered by our College having affiliation with Saurashtra University. LLB course is considered prestigious and a lawyer is revered in society as he has the knowledge of laws that are very essential part in many aspects of life. Apart from this factor Law degree holders can find job opportunities in both private and public sectors. Although most of the lawyers prefer to become advocate and practice law as profession.The BCI (Bar Council of India) is the main regulatory body of Law education
40,"Sufiya Law College, Tumkur",Tumakuru,Karnataka,BA LLB Integrated,5 years,Full time,,UG,,(BCI) Bar Council of India,"Should have successfully completed Pre-University course or Senior Secondary School course (‘+2’) or equivalent such as (11+1, ‘A’ level in Senior School Leaving Certificate course) from a recognised University of India or outside or from Senior Secondary Board or equivalent, constituted or recognised by the Union or by the State Government or from any equivalent institution from a foreign country recognised by the government of that country for the purpose of issue of qualifying certificate on successful completion of the course, may apply for and be admitted into the course.
Provided that applicants who have obtained +2 Higher Secondary Pass Certificate or First Degree Certificate after prosecuting studies in distance or correspondence method shall also be considered as eligible for admission to the course.
Provided further that the applicants who have obtained 10+2 or graduation or post graduation through open Universities system directly without having any basic qualification for prosecuting such studies are not eligible for admission to the course.
Have secured marks, which shall not be below 45% (44.5% and above shall be treated as 45%) of total marks in case of general category applicants and 40% of total marks in case of SC and ST applicants.","Bachelor of Arts Bachelor of Legislative Law is 5 Years undergraduate Integrated course approved by BCI and Affiliated to Karnataka State Law University, Hubli."
41,"Sufiya Law College, Tumkur",Tumakuru,Karnataka,LLB,3 years,Full time,,UG,,(BCI) Bar Council of India,"Should have graduated in any discipline of knowledge from a University established by an Act of Parliament or by a State Legislature or an equivalent national institution recognised as a Deemed to be University or Foreign University recognised as equivalent to the status of an Indian University by an authority competent to declare equivalence.
Should have secured marks, which shall not be below 45% (44.5% and above shall be treated as 45%) of total marks in case of general category applicants and 40% of total marks in case of SC and ST applicants","Bachelor of Legislative law is 3 years undergraduate course approved by BCI and affiliated to Karnataka State Law University, Hubli."
42,"Nandini Nagar Vidhi Mahavidyalaya, Gonda",Nawab Ganj Gird,Uttar Pradesh,LLB,3 years,Full time,120,UG,,(BCI) Bar Council of India,Candidate should have bachelor degree from any recognized University in any stream with at least 45% marks and the student age should be less than 30 years,Bachelor of Laws (LLB) is three-years (6 Semesters ) full-time program affiliated with Chaudhary and approved by Bar Council of India.
43,"Ramkrishna Paramhansa Mahavidyalaya, Osmanabad",Osmanabad,Maharashtra,LLB,3 years,Full time,,UG,,UGC,The candidate should have passed in any graduate degree,commerce is a three year full time course
44,"Sangai International University, Manipur",Churachandpur,Manipur,LLM,2 years,Full time,,PG,,UGC,The candidate should have passed in the LLB Degree in any recognized university.,"Master of Law is a full-time two year course degree offered by Sangai International University, Manipur and approved by UGC."
45,"Dr BR Ambedkar University of Social Sciences, Indore",Mhow,Madhya Pradesh,LLM,2 years,Full time,,PG,0.169 lakhs,UGC,The candidate should have Graduation degree in relevant subject from any recognized University.,"LLM is two-year duration full-time course offered by Dr BR Ambedkar University of Social Sciences, Indore."
46,"Dr BR Ambedkar University of Social Sciences, Indore",Mhow,Madhya Pradesh,M.Phil Law,2 years,Full time,,PG,0.339 lakhs,UGC,The candidate should have Post Graduation degree in relevant subject from any recognized University.,"M.Phil Law is two-year duration full-time course offered by Dr BR Ambedkar University of Social Sciences, Indore."
47,"Bankura University, Bankura",Bankura,West Bengal,LLM,2 years,Full time,25,PG,0.063 lakhs,(BCI) Bar Council of India,"The candidate should have passed in LLB degree in related stream with 45% marks and for SC,ST,PH 40%.","LLM is a two year full time course degree offer by Bankura University, Bankura"
48,"HLM Professional Studies, Ghaziabad",Ghaziabad,Uttar Pradesh,LLB,3 years,Full time,,UG,,(BCI) Bar Council of India,Graduates with minimum For General / OBC Applicant : 45%. For SC/ST Applicant : 40%.,"LLB is a three year full time course affiliated by Chaudhary Charan Singh University, Meerut"
49,"Liberal College, Indore",Indore,Madhya Pradesh,BA LLB Integrated,5 years,Full time,,UG,,(BCI) Bar Council of India,A candidate seeking admission to the B.A.LL.B degree must have passed an examination in 10+2 or 11+1 course of schooling from recognized by the educational authority with securing minimum 45% marks in aggregate.    The admission to the course shall be through an entrance examination. Details shall be decided by the Executive Council from time to time.    Age for admission in B.A.LL.B degree: The candidate must have completed the minimum age of 17 to 20 years at the time of admission.,"Bachelor of Arts + Bachelor of Laws (BA LLB) is five-years (10 Semesters) full-time Integrated programme in Law affiliated with Devi Ahilya Vishwavidyalaya, Indore with the approval of Bar Council of India."
50,"Liberal College of Law, Indore",Indore,Madhya Pradesh,BA LLB Integrated,5 years,Full time,,UG,,(BCI) Bar Council of India, A candidate seeking admission to the B.A.LL.B degree must have passed an examination in 10+2 or 11+1 course of schooling from recognize by the educational authority with securing minimum 45% marks in aggregate.    The admission to the course shall be through an entrance examination. Details shall be decided by the Executive Council from time to time.    Age for admission in B.A.LL.B degree: The candidate must have completed the minimum age of 17 to 20 years at the time to admission. ,"The B.A.LL.B (Hons.) 5 Year Course includes Political Science, Sociology, Economics, and English subjects as minor areas of study to supplement the wide range of law subjects that its graduates are required to study. There are six subjects in each semester except semesters nine and ten, which have only five subjects in each.. In this 5 Year B.A.LL.B (Hons.) Program, the student gets two degrees one for BA and another for LLB. The 5 year integrated LL.B degree now has many variants like B.Com LL.B, B.Sc LL.B and B.B.A. LL.B are also available. The B.A.LL.B (Hons.) 5 Year Course integrates Arts subjects with Law likewise the other courses integrate the subjects from the respective fields with l"
51,"Shree Neelkanth Vidhi Mahavidyalaya, Jabalpur",Jabalpur,Madhya Pradesh,LLB,3 years,Full time,200,UG,0.48 lakhs,(BCI) Bar Council of India,The candidate must have a Bachelor’s degree from a recognized university with a minimum of 50% marks (45% for SC/ST) in aggregate.,"LLB is three year duration full time course affiliated to Rani Durgavati Vishwavidyalaya, Jabalpur and approved by Bar Council of India (BCI)."
52,"Shree Neelkanth Vidhi Mahavidyalaya, Jabalpur",Jabalpur,Madhya Pradesh,LLM,1 year,Full time,30,PG,0.16 lakhs,(BCI) Bar Council of India,The candidate must have a Bachelor’s degree in Law with a minimum of 50% marks in aggregate (48% for SC/ST) from a recognized university.,"LLM is one year duration full time course affiliated to Rani Durgavati Vishwavidyalaya, Jabalpur and approved by Bar Council of India (BCI)."
53,"Barpeta Law College, Barpeta",Barpeta,Assam,BA LLB Hons,5 years,Full time,60,UG,0.9 lakhs,(BCI) Bar Council of India,Candidates must be 10+2 passed in any discipline from a recognised board of education are eligible for the five years integrated degree in Law.,"The Course leading to either degree in Law unitary or an integrated double degree,shall be conducted in semester system is not less than 15 weeks for unitary degree course and not less than 18 weeks in double degree integrated course with not less than 30 class hours per week. The teaching load of Full-time faculty members and contractual or Part-time teachers shall b...See More"
54,"Barpeta Law College, Barpeta",Barpeta,Assam,LLB,3 years,Full time,,UG,0.6 lakhs,(BCI) Bar Council of India,Candidates must be a graduate in any discipline from a recognised university.,"The Course leading to either degree in Law unitary or an integrated double degree,shall be conducted in semester system is not less than 15 weeks for unitary degree course and not less than 18 weeks in double degree integrated course with not less than 30 class hours per week. The teaching load of Full-time faculty members and contractual or Part-time teachers shall b...See More"
55,"GHG Institute of Law for Women, Sidhwan Khurd",Sidhwan Khurd,Punjab,BA LLB Integrated,5 years,Full time,60,UG,,(BCI) Bar Council of India,"1. 10+2 exam (in any stream).
2. Minimum 50 % marks for General, minimum 45% marks for SC/ST candidates in aggregate in 10+2.","BA LLB Integrated is five-years Integrated full-time course affiliated to Panjab University, Chandigarh and approved by Bar Council of India, New Delhi. The medium of instruction of examination is English only."
56,"GHG Institute of Law for Women, Sidhwan Khurd",Sidhwan Khurd,Punjab,LLB,3 years,Full time,60,UG,,(BCI) Bar Council of India,"Minimum 45 % marks in aggregate in graduation (in any stream), minimum 40% marks for SC/ST candidates.","LLB is three-years full-time course affiliated to Panjab University, Chandigarh and approved by Bar Council of India, New Delhi. The medium of instruction of examination is English only."
57,"Parul Institute of Law, Vadodara",Waghodia,Gujarat,B.Com LLB Integrated,5 years,Full time,120,UG,5 lakhs,(BCI) Bar Council of India,A candidate to be eligible for admission to B.Com LL.B should have passed in the (10+2) examination conducted by the Government of Gujarat or any other equivalent examination with a minimum of 45% marks [SC/ ST 40% and OBC 42%].,"Bachelor of Commerce + Bachelor of Laws (B.Com LLB) is five-years (10 Semesters) full-time Integrated programme in Law offered by Parul University, Vadodara with the approval of Bar Council of India."
58,"Parul Institute of Law, Vadodara",Waghodia,Gujarat,BA LLB Integrated,5 years,Full time,120,UG,5 lakhs,(BCI) Bar Council of India,A candidate to be eligible for admission to BA LL.B should have passed in the (10+2) examination conducted by the Government of Gujarat or any other equivalent examination with a minimum of 45% marks [SC/ ST 40% and OBC 42%].,"Bachelor of Arts + Bachelor of Laws (BA LLB) is five-years (10 Semesters) full-time Integrated programme in Law offered by Parul University, Vadodara with the approval of Bar Council of India."
59,"Parul Institute of Law, Vadodara",Waghodia,Gujarat,BBA LLB Integrated,5 years,Full time,120,UG,5 lakhs,(BCI) Bar Council of India,A candidate to be eligible for admission to BBA LL.B should have passed in the (10+2) examination conducted by the Government of Gujarat or any other equivalent examination with a minimum of 45% marks [SC/ ST 40% and OBC 42%].,"Bachelor of Business Administration + Bachelor of Laws (BBA LLB) is five-years (10 Semesters) full-time Integrated programme in Law offered by Parul University, Vadodara with the approval of Bar Council of India."
60,"Parul Institute of Law, Vadodara",Waghodia,Gujarat,LLB,3 years,Full time,60,UG,0.9 lakhs,(BCI) Bar Council of India,The candidate should have passed any Graduate or equivalent degree from any recognized College or University.,"Bachelor of Laws (LLB) is three-years (6 Semesters) full-time program offered by Parul University, Vadodara with the approval of Bar Council of India."
61,"Parul Institute of Law, Vadodara",Waghodia,Gujarat,LLM International Human Rights Law,1 year,Full time,30,PG,0.3 lakhs,UGC,The candidate should have passed in LLB Examination or Equivalent Law Degree.,"Master of Laws (LL.M.) in International Human Rights Law is One-year's (2 Semesters) postgraduate program in Law offered by Parul University, Vadodara with the approval of UGC."
62,"Parul Institute of Law, Vadodara",Waghodia,Gujarat,LLM International Law,1 year,Full time,30,PG,0.3 lakhs,UGC,The candidate should have passed in LLB Examination or Equivalent Law Degree.,"Master of Laws (LL.M.) in International Law is One-year's (2 Semesters) postgraduate program in Law offered by Parul University, Vadodara with the approval of UGC."
63,"Parul Institute of Law, Vadodara",Waghodia,Gujarat,LLM Public Policy and Governance,1 year,Full time,30,PG,0.3 lakhs,UGC,The candidate should have passed in LLB Examination or Equivalent Law Degree.,"Master of Laws (LL.M.) in Public Policy and Governance is One-year's (2 Semesters) postgraduate program in Law offered by Parul University, Vadodara with the approval of UGC."
64,"Disha Law College, Raipur",Raipur,Chhattisgarh,BA LLB Integrated,5 years,Full time,120,UG,,(BCI) Bar Council of India,The candidate should have passed XII (10+2) examination from any recognized Board with minimum 60% marks . Students who have appeared for their Standard XII final examination and awaiting results are also eligible to apply,"BA LLB Integrated is a five year full time course affiliated by Pt Ravishankar Shukla University, Raipur"
65,"Disha Law College, Raipur",Raipur,Chhattisgarh,LLB,3 years,Full time,60,UG,,(BCI) Bar Council of India,The candidate should be graduate from any recognized university with minimum 60% marks. Students who have appeared for their final examination and awaiting results are also eligible to apply,"LLB is a three year full time course affiliated by Pt Ravishankar Shukla University, Raipur"
66,"AR Bhatt College, Junagadh",Una,Gujarat,LLB,3 years,Full time,120,UG,,(BCI) Bar Council of India,The candidate should have graduation degree in relevant subject from any recognized University.,"LLB is three-year duration full-time course affiliated to Saurashtra University, Rajkot and appro"
67,"Smt RD Gardi College, Rajkot",Rajkot,Gujarat,LLB,3 years,Full time,120,UG,,(BCI) Bar Council of India,The candidate should have passed Any Graduate with min. 45%.,"The 3 years Bachelor of Law i.e. L.L.B full time course. This course is approved by Bar Council of India, New Delhi and affiliated with Sarurashtra University - Rajkot. The medium of instruction is Gujarati."
68,"Kashmir Law College, Srinagar",Srinagar,Jammu and Kashmir,BA LLB,5 years,Full time,,UG,,(BCI) Bar Council of India,The candidate should have passed in 10+2 relevant subject for any recognized board.,"This is a full time five year course affiliated to University of Kashmir, Srinagar and approved by BCI."
69,"Kashmir Law College, Srinagar",Srinagar,Jammu and Kashmir,LLB,3 years,Full time,,UG,,(BCI) Bar Council of India,The candidate should have passed in graduation relevant subject for any recognized university.,"This is a full time three year course affiliated to University of Kashmir, Srinagar and approved by BCI."
